SiteBlock,SiteBlock2,SiteIDLookUp,Description,RampMain,Direction,LaneNumbs,TotalCapacity,TMPCapacity,RampReroute,DataSource,Cluster,FreeSpeedM,ScM,NM,FreeSpeedD,ScD,ND,DetourPlan,DetourDistance,DetourSpeed,Distance,Speed ,DetourCap,DetourDelay
SH1 Esmonde Rd Off Ramp SB,SH1 Esmonde Rd Off Ramp SB,01N60420,SH1 Esmonde Rd Off Ramp SB,Ramp,SB,1,547,1400,NA,Website unavailable,C4,100,85,1.3,55,25,1.3,NA,NA,NA,NA,NA,NA,NA
SH1 Esmonde Rd Off Ramp NB,SH1 Esmonde Rd Off Ramp NB,01N40420,SH1 Esmonde Rd Off Ramp NB,Ramp,NB,1,1600,1400,NA,Any2018-scaled,C4,100,85,1.3,55,25,1.3,NA,NA,NA,NA,NA,NA,NA
SH1 Onewa Rd Off Ramp SB,SH1 Onewa Rd Off Ramp SB,01N60422,SH1 Onewa Rd Off Ramp SB,Ramp,SB,1,549,1400,NA,Any2018-scaled,C4,100,85,1.3,55,25,1.3,NA,NA,NA,NA,NA,NA,NA
SH1 Onewa Rd Off Ramp NB,SH1 Onewa Rd Off Ramp NB,01N40422,SH1 Onewa Rd Off Ramp NB,Ramp,NB,1,1600,1400,NA,Any2018-scaled,C4,100,85,1.3,55,25,1.3,NA,NA,NA,NA,NA,NA,NA
SH1 Nelson St Off Ramp NB,SH1 Nelson St Off Ramp NB,01N40427,SH1 Nelson St Off Ramp NB,Ramp,NB,1,1600,1400,NA,Website unavailable,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Symonds St Off Ramp NB,SH1 Symonds St Off Ramp NB,01N45429,SH1 Symonds St Off Ramp NB,Ramp,NB,1,848,1400,NA,Website unavailable,C5,95,70,1.1,55,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Gillies Ave Off Ramp SB,SH1 Gillies Ave Off Ramp SB,01N60431,SH1 Gillies Ave Off Ramp SB,Ramp,SB,1,1600,1400,NA,Any2018-scaled,C6,85,65,1.1,60,20,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Market Rd Off Ramp SB,SH1 Market Rd Off Ramp SB,01N60432,SH1 Market Rd Off Ramp SB,Ramp,SB,1,660,1400,NA,Any2018-scaled,C6,85,65,1.1,60,20,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Market Rd Off Ramp NB,SH1 Market Rd Off Ramp NB,01N40432,SH1 Market Rd Off Ramp NB,Ramp,NB,1,617,1400,NA,Any2018-scaled,C6,85,65,1.1,60,20,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Greenlane East Off Ramp SB,SH1 Greenlane East Off Ramp SB,01N60433,SH1 Greenlane East Off Ramp SB,Ramp,SB,1,1296,1400,NA,Continuous Mar-18,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Greenlane East Off Ramp NB,SH1 Greenlane East Off Ramp NB,01N40433,SH1 Greenlane East Off Ramp NB,Ramp,NB,1,1027,1400,NA,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Tecoma St Off Ramp SB,SH1 Tecoma St Off Ramp SB,01N60434,SH1 Tecoma St Off Ramp SB,Ramp,SB,1,457,1400,NA,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Ellerslie Panmure Hwy Off Ramp SB,SH1 Ellerslie Panmure Hwy Off Ramp SB,01N60435,SH1 Ellerslie Panmure Hwy Off Ramp SB,Ramp,SB,1,1327,1400,NA,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Ellerslie Panmure Hwy Off Ramp NB,SH1 Ellerslie Panmure Hwy Off Ramp NB,01N40435,SH1 Ellerslie Panmure Hwy Off Ramp NB,Ramp,NB,1,806,1400,NA,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Sth Eastern Hwy Off Ramp SB,SH1 Sth Eastern Hwy Off Ramp SB,01N60437,SH1 Sth Eastern Hwy Off Ramp SB,Ramp,SB,1,1600,1400,NA,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Mt Wellington Hwy Off Ramp SB,SH1 Mt Wellington Hwy Off Ramp SB,01N60439,SH1 Mt Wellington Hwy Off Ramp SB,Ramp,SB,1,948,1400,NA,Website unavailable,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Mt Wellington Hwy Off Ramp NB,SH1 Mt Wellington Hwy Off Ramp NB,01N40439,SH1 Mt Wellington Hwy Off Ramp NB,Ramp,NB,1,1365,1400,NA,Website unavailable,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Princes St Off Ramp SB,SH1 Princes St Off Ramp SB,01N60441,SH1 Princes St Off Ramp SB,Ramp,SB,1,595,1400,NA,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Princes St Off Ramp NB,SH1 Princes St Off Ramp NB,01N40441,SH1 Princes St Off Ramp NB,Ramp,NB,1,1290,1400,NA,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1 Highbrook Dr Off Ramp SB,SH1 Highbrook Dr Off Ramp SB,01N60443,SH1 Highbrook Dr Off Ramp SB,Ramp,SB,1,1600,1400,NA,Any2018-scaled,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Highbrook Dr Off Ramp NB,SH1 Highbrook Dr Off Ramp NB,01N40443,SH1 Highbrook Dr Off Ramp NB,Ramp,NB,1,942,1400,NA,Website Mar-18,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 East Tamaki Rd Off Ramp SB,SH1 East Tamaki Rd Off Ramp SB,01N60444,SH1 East Tamaki Rd Off Ramp SB,Ramp,SB,1,1027,1400,NA,Any2018-scaled,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 East Tamaki Rd Off Ramp NB,SH1 East Tamaki Rd Off Ramp NB,01N40444,SH1 East Tamaki Rd Off Ramp NB,Ramp,NB,1,885,1400,NA,Any2018-scaled,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Te Irirangi Dr Off Ramp SB,SH1 Te Irirangi Dr Off Ramp SB,01N60447,SH1 Te Irirangi Dr Off Ramp SB,Ramp,SB,1,936,1400,NA,Any2018-scaled,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Manukau Off Ramp SB,SH1 Manukau Off Ramp SB,01N60448,SH1 Manukau Off Ramp SB,Ramp,SB,1,792,1400,NA,Continuous Mar-18,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Southwestern Off Ramp SB,SH1 Southwestern Off Ramp SB,01N60449,SH1 Southwestern Off Ramp SB,Ramp,SB,1,798,1400,NA,Any2018-scaled,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Hill Rd Off Ramp SB,SH1 Hill Rd Off Ramp SB,01N60451,SH1 Hill Rd Off Ramp SB,Ramp,SB,1,1341,1400,NA,Any2018-scaled,C9,100,80,1.2,55,25,1.4,NA,NA,NA,NA,NA,NA,NA
SH1 Takanini Off Ramp SB,SH1 Takanini Off Ramp SB,01N60454,SH1 Takanini Off Ramp SB,Ramp,SB,1,1202,1400,NA,Website unavailable,C9,100,80,1.2,55,25,1.4,NA,NA,NA,NA,NA,NA,NA
SH1 Takanini Off Ramp NB,SH1 Takanini Off Ramp NB,01N40454,SH1 Takanini Off Ramp NB,Ramp,NB,1,744,1400,NA,Any2018-scaled,C9,100,80,1.2,55,25,1.4,NA,NA,NA,NA,NA,NA,NA
SH1 Papakura Off Ramp SB,SH1 Papakura Off Ramp SB,01N60458,SH1 Papakura Off Ramp SB,Ramp,SB,1,1082,1400,NA,Any2018-scaled,C9,100,80,1.2,55,25,1.4,NA,NA,NA,NA,NA,NA,NA
SH1 Papakura Off Ramp NB,SH1 Papakura Off Ramp NB,01N40458,SH1 Papakura Off Ramp NB,Ramp,NB,1,453,1400,NA,Any2018-scaled,C9,100,80,1.2,55,25,1.4,NA,NA,NA,NA,NA,NA,NA
SH1 Drury Off Ramp NB,SH1 Drury Off Ramp NB,01N40462,SH1 Drury Off Ramp NB,Ramp,NB,1,557,1400,NA,Any2018-scaled,C9,100,80,1.2,55,25,1.4,NA,NA,NA,NA,NA,NA,NA
SH1 Drury Off Ramp SB,SH1 Drury Off Ramp SB,01N60462,SH1 Drury Off Ramp SB,Ramp,SB,1,1143,1400,NA,Any2018-scaled,C9,100,80,1.2,55,25,1.4,NA,NA,NA,NA,NA,NA,NA
SH1 Ramarama Off Ramp SB,SH1 Ramarama Off Ramp SB,01N60465,SH1 Ramarama Off Ramp SB,Ramp,SB,1,283,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Ramarama Off Ramp NB,SH1 Ramarama Off Ramp NB,01N40465,SH1 Ramarama Off Ramp NB,Ramp,NB,1,233,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Mill Rd Off Ramp SB,SH1 Mill Rd Off Ramp SB,01N60471,SH1 Mill Rd Off Ramp SB,Ramp,SB,1,709,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Mill Rd Off Ramp NB,SH1 Mill Rd Off Ramp NB,01N40471,SH1 Mill Rd Off Ramp NB,Ramp,NB,1,631,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Beaver Rd Off Ramp SB,SH1 Beaver Rd Off Ramp SB,01N60473,SH1 Beaver Rd Off Ramp SB,Ramp,SB,1,1400,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Beaver Rd Off Ramp NB,SH1 Beaver Rd Off Ramp NB,01N40473,SH1 Beaver Rd Off Ramp NB,Ramp,NB,1,1400,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Nikau Rd Off Ramp SB,SH1 Nikau Rd Off Ramp SB,01N60475,SH1 Nikau Rd Off Ramp SB,Ramp,SB,1,150,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 Nikau Rd Off Ramp NB,SH1 Nikau Rd Off Ramp NB,01N40475,SH1 Nikau Rd Off Ramp NB,Ramp,NB,1,1400,1400,NA,Any2018-scaled,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1 SH2 Off Ramp SB,SH1 SH2 Off Ramp SB,01N60477,SH1 SH2 Off Ramp SB,Ramp,SB,1,1080,1400,NA,Continuous Mar-18,C10,105,90,1.2,80,50,1.1,NA,NA,NA,NA,NA,NA,NA
SH1_Southbound_between_Fanshawe_Street_and_Cook_Street_1,SH1 SB Fanshawe Street to Cook Street ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Fanshawe_Street_and_Symonds_Street_2,SH1 SB Fanshawe Street to Symonds Street ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Fanshawe_Street_and_Hobson_Street_3,SH1 SB Fanshawe Street to Hobson Street ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Fanshawe_Street_and_Khyber_Pass_Road_4,SH1 SB Fanshawe Street to Khyber Pass Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Fanshawe_Street_and_St_Marks_Road_5,SH1 SB Fanshawe Street to St. Marks Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Gillies_Avenue_and_St_Marks_Road_6,SH1 SB Gillies Ave to St. Marks Road ,01N19431,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,Mainline,SB,5,9000,1400,01N60431,Any2018-scaled,C6,85,65,1.1,60,20,1.1,SH1_6,2.4,40,1.2,105,1200,2.914285714
SH1_Southbound_between_Gillies_Avenue_and_Greenlane_East_7,SH1 SB Gillies Ave to Greenlane East ,01N19431,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,Mainline,SB,5,9000,1400,01N60431,Any2018-scaled,C6,85,65,1.1,60,20,1.1,SH1_6,2.4,40,1.2,105,1200,2.914285714
SH1_Southbound_between_Market_Road_and_Greenlane_East_8,SH1 SB Market Road to Greenlane East ,01N10432,SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,Mainline,SB,4,7200,1400,01N60432,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_8,2.4,40,1.9,105,1200,2.514285714
SH1_Southbound_between_Green_Lane_East_and_Ellerslie-Panmure_Highway_9,SH1 SB Green Lane East to Ellerslie Panmure Highway ,01N10433,SH1 Greenlane East Interchange SB,Mainline,SB,3,6300,1400,01N60433,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_9,3.4,40,2.6,105,1200,3.614285714
SH1_Northbound_between_Ellerslie-Panmure_Highway_and_Mt_Wellington_Highway_10,SH1 NB Ellerslie Panmure Highway to Mt Wellington Highway ,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,NB,3,5400,1400,01N40435,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_10,6.4,50,4,105,1800,5.394285714
SH1_Southbound_between_South_Eastern_Highway_and_Mt_Wellington_Highway_11,SH1 SB South Eastern Highway to Mt Wellington Highway ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Mt_Wellington_Highway_and_Princes_Street_12,SH1 SB Mt Wellington Highway to Princes Street ,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,SB,2,4800,1400,01N60439,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_12,4.6,40,3.4,105,1200,4.957142857
SH1_Southbound_between_Princes_Street_and_East_Tamaki_Road_13,SH1 SB PrincesStreet to East Tamaki Road ,01N10441,SH1 Princes St Interchange SB,Mainline,SB,3,6000,1400,01N60441,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_13,6.6,40,4,105,1200,7.614285714
SH1_Southbound_between_East_Tamaki_Road_and_Redoubt_Road_14,SH1 SB East Tamaki Road to Redoubt Road ,01N10444,SH1 East Tamaki Rd Interchange SB,Mainline,SB,3,5400,1400,01N60444,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_14,6,40,4.4,105,1200,6.485714286
SH1_Southbound_between_Te_lrirangi_Drive_and_Redoubt_Road_15,SH1 SB Te lrirangi Drive to Redoubt Road ,01N10447,SH1 Te Irirangi Dr Off Ramp to Redoubt Rd Off Ramp SB,Mainline,SB,3,5400,1400,01N60447,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_15,2.5,40,1.6,105,1200,2.835714286
SH1_Southbound_between_Redoubt_Road_and_Takanini_On-Ramp_16,SH1 SB Redoubt Road to Takanini On Ramp ,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,SB,3,5400,1400,01N60448,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_16,7.2,40,6.8,105,1200,6.914285714
SH1_Southbound_between_Hill_Road_and_Takanini_On-Ramp_17,SH1 SB Hill Road to Takanini On Ramp ,01N10452,SH1 Hill Rd Off Ramp to Takanini Off Ramp SB,Mainline,SB,3,5400,1400,01N60451,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_17,6.5,40,3.5,105,1200,7.75
SH1_Southbound_between_Takanini_Off-Ramp_and_Papakura_On-Ramp_18,SH1 SB TakaniniOffRamp to PapakuraOnRamp ,01N10454,SH1 Takanini Interchange SB,Mainline,SB,2,3600,1400,01N60454,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_18,7.2,40,4.8,105,1200,8.057142857
SH1_Southbound_between_Papakura_Off-Ramp_and_Drury_On-Ramp_19,SH1 SB Papakura OffRamp to DruryOnRamp ,01N10458,SH1 Papakura Interchange SB,Mainline,SB,2,3600,1400,01N60458,Continuous Mar-19,C9,100,80,1.2,55,25,1.4,SH1_19,6.6,50,5.1,105,1200,5.005714286
SH1_Southbound_between_Drury_Off-Ramp_and_Ramarama_On-Ramp_20,SH1 SB DruryOffRamp to RamaramaOnRamp ,01N10462,SH1 Drury Interchange SB,Mainline,SB,2,3600,1400,01N60462,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_20,6.4,90,5.2,105,1917.391304,1.295238095
SH1_Southbound_between_Ramarama_Off-Ramp_and_Bombay_On-Ramp_21,SH1 SB RamaramaOffRamp to BombayOnRamp ,01N10465,SH1 Ramarama Interchange SB,Mainline,SB,2,3600,1400,01N60465,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_21,8.4,90,6.8,105,1917.391304,1.714285714
SH1_Southbound_between_Mill_Road_and_Beaver_Road_22,SH1 SB MillRoad to BeaverRoad ,01N10471,SH1 Mill Rd Interchange SB,Mainline,SB,2,3600,1400,01N60471,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_22,3.9,90,2.2,105,1572.26087,1.342857143
SH1_Southbound_between_Beaver_Road_and_Nikau_Road_23,SH1 SB BeaverRoad to NikauRoad ,01N10473,SH1 Beaver Rd Interchange SB,Mainline,SB,2,3600,1400,01N60473,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_23,3.2,90,1.6,105,1572.26087,1.219047619
SH1_Southbound_between_Nikau_Road_and_Pokeno_On-Ramp_24,SH1 SB NikauRoad to PokenoOnRamp ,01N10475,SH1 Nikau Rd Interchange SB,Mainline,SB,2,3600,1400,01N60475,Any2018-scaled,C10,105,90,1.2,80,50,1.1,SH1_24,7,80,5.4,105,1572.26087,2.164285714
SH1_Southbound_between_Razorback_Road_and_Pokeno_On-Ramp_25,SH1 SB RazorbackRoad to PokenoOnRamp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Pokeno_Off-Ramp_and_Helenslee_Road_26,SH1 NB PokenoOffRamp to HelensleeRoad ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Pokeno_Off-Ramp_and_Ridge_Road_27,SH1 NB PokenoOffRamp to RidgeRoad ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Ridge_Road_and_Bombay_On-Ramp_28,SH1 NB RidgeRoad to BombayOnRamp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Beaver_Road_and_Bombay_On-Ramp_29,SH1 NB BeaverRoad to BombayOnRamp ,01N20472,SH1 Beaver Rd On Ramp to Mill Rd Off Ramp NB,Mainline,NB,2,3600,1400,01N40473,Website Oct-18,C10,105,90,1.2,80,50,1.1,SH1_29,8.3,90,2.7,105,1572.26087,3.99047619
SH1_Northbound_between_Mill_Road_and_Ramarama_On-Ramp_30,SH1 NB MillRoad to RamaramaOnRamp ,01N20468,SH1 Mill Rd On Ramp to Ramarama Off Ramp NB,Mainline,NB,2,3600,1400,01N40471,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_30,8.4,90,6.9,105,1917.391304,1.657142857
SH1_Northbound_between_Ramarama_Off-Ramp_and_Drury_On-Ramp_31,SH1 NB RamaramaOffRamp to DruryOnRamp ,01N20463,SH1 Ramarama On Ramp to Drury Off Ramp NB,Mainline,NB,2,3600,1400,01N40465,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_31,6.5,90,5.6,105,1917.391304,1.133333333
SH1_Northbound_between_Drury_Off-Ramp_and_Papakura_On-Ramp_32,SH1 NB DruryOffRamp to PapakuraOnRamp ,01N20459,SH1 Drury On Ramp to Papakura Off Ramp NB,Mainline,NB,2,3600,1400,01N40462,Any2018-scaled,C9,100,80,1.2,55,25,1.4,SH1_32,7,50,5,105,1200,5.542857143
SH1_Northbound_between_Papakura_Off-Ramp_and_Takanini_On-Ramp_33,SH1 NB PapakuraOffRamp to TakaniniOnRamp ,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,NB,2,3800,1400,01N40458,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_33,7.7,40,4.9,105,1200,8.75
SH1_Northbound_between_Takanini_Off-Ramp_and_Hill_Road_34,SH1 NB TakaniniOffRamp to HillRoad ,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,NB,3,5700,1400,01N40454,Continuous Year2014,C9,100,80,1.2,55,25,1.4,SH1_34,4.1,40,3.3,105,1200,4.264285714
SH1_Northbound_between_Takanini_Off-Ramp_and_Redoubt_Road_35,SH1 NB TakaniniOffRamp to RedoubtRoad ,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,NB,3,5700,1400,01N40454,Continuous Year2014,C9,100,80,1.2,55,25,1.4,SH1_34,4.1,40,3.3,105,1200,4.264285714
SH1_Northbound_between_Redoubt_Road_and_Te_Irirangi_Drive_36,SH1 NB RedoubtRoad to TeIrirangiDrive ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Redoubt_Road_and_East_Tamaki_Road_37,SH1 NB RedoubtRoad to EastTamakiRoad ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_East_Tamaki_Road_and_Princes_St-Otahuhu_On-Ramp_38,SH1 NB EastTamakiRoad to PrincesStOtahuhuOnRamp ,01N29443,SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,Mainline,NB,3,6000,1400,01N40444,Website Mar-19,C8,85,30,1.1,50,15,1.1,SH1_38,6.2,40,3.7,105,1200,7.185714286
SH1_Northbound_between_Princes_Street_and_Mt_Wellington_Highway_40,SH1 NB PrincesStreet to MtWellingtonHighway ,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,NB,3,6000,1400,01N40441,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_40,4.5,40,3.7,105,1200,4.635714286
SH1_Northbound_between_Mt_Wellington_Highway_and_South_Eastern_Highway_41,SH1 NB MtWellingtonHighway to SouthEasternHighway ,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,NB,3,5700,1400,01N40439,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_41,3.5,40,2.4,105,1200,3.878571429
SH1_Northbound_between_Mt_Wellington_Highway_and_Ellerslie_Panmure_Highway_42,SH1 NB MtWellingtonHighway to EllersliePanmureHighway ,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,NB,3,5700,1400,01N40439,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_41,3.5,40,2.4,105,1200,3.878571429
SH1_Northbound_between_Ellerslie-Panmure_Highway_and_Greenlane_East_43,SH1 NB EllersliePanmureHighway to GreenlaneEast ,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,NB,3,5400,1400,01N40435,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_10,6.4,50,4,105,1800,5.394285714
SH1_Northbound_between_Green_Lane_East_and_Gillies_Avenue_44,SH1 NB GreenLaneEast to GilliesAvenue ,01N20432,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,Mainline,NB,4,7200,1400,01N40433,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_44,3.9,40,3.5,105,1200,3.85
SH1_Northbound_between_Market_Road_and_Gillies_Avenue_45,SH1 NB MarketRoad to GilliesAvenue ,01N20430,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,Mainline,NB,5,9000,1400,01N40432,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_45,2.6,40,2.3,105,1200,2.585714286
SH1_Northbound_between_Market_Road_and_Wellesley_Street_47,SH1 NB MarketRoad to WellesleyStreet ,01N20430,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,Mainline,NB,5,9000,1400,01N40432,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_45,2.6,40,2.3,105,1200,2.585714286
SH1_Northbound_between_Symonds_Street-Wellesley_Street_and_Wellington_Street_48,SH1 NB SymondsStreetWellesleyStreet to WellingtonStreet ,01N20429,SH1 Symonds/Wellesley/Port Off Ramp to SH16 Off Ramp NB,Mainline,NB,4,7200,1400,01N45429,Continuous Mar-19,C5,95,70,1.1,55,15,1.1,SH1_48,3.8,70,1.9,105,1200,2.171428571
SH1_Northbound_between_Nelson_Street_and_Fanshawe_Street_49,SH1 NB NelsonStreet to FanshaweStreet ,01N20426,SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,Mainline,NB,3,6300,1400,01N40427,Any2018-scaled,C5,95,70,1.1,55,15,1.1,SH1_49,2.8,40,2.1,105,2400,3
SH1_Northbound_between_Stafford_Road_and_Onewa_Road_53,SH1 NB StaffordRoad to OnewaRoad ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Onewa_Road_and_Northcote_Road_54,SH1 NB OnewaRoad to NorthcoteRoad ,01N20421,SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,Mainline,NB,4,7200,1400,01N40422,Any2018-scaled,C4,100,85,1.3,55,25,1.3,SH1_54,4.6,40,4.2,105,1200,4.5
